orig.ident	nReads	nGene	celltype
lung_SmartSeq2_Smart-seq2_I13.MAA001892.3_38_F.1.1	Smart-seq2	297660	1492	Endo_capillary
lung_SmartSeq2_Smart-seq2_J20.MAA001892.3_38_F.1.1	Smart-seq2	320938	1361	Endo_capillary
lung_SmartSeq2_Smart-seq2_L10.MAA001892.3_38_F.1.1	Smart-seq2	350721	1691	Endo_capillary
lung_SmartSeq2_Smart-seq2_M17.MAA001892.3_38_F.1.1	Smart-seq2	540993	1714	Endo_capillary
lung_SmartSeq2_Smart-seq2_O4.MAA001892.3_38_F.1.1	Smart-seq2	325055	1116	Endo_capillary
lung_SmartSeq2_Smart-seq2_P18.MAA001892.3_38_F.1.1	Smart-seq2	259126	1136	Endo_capillary
lung_SmartSeq2_Smart-seq2_E6.MAA001892.3_38_F.1.1	Smart-seq2	364314	1553	Endo_venous
lung_SmartSeq2_Smart-seq2_I14.MAA001892.3_38_F.1.1	Smart-seq2	429797	1745	Endo_capillary
lung_SmartSeq2_Smart-seq2_J21.MAA001892.3_38_F.1.1	Smart-seq2	305036	1117	Bcell
lung_SmartSeq2_Smart-seq2_L11.MAA001892.3_38_F.1.1	Smart-seq2	454384	1935	Endo_capillary
lung_SmartSeq2_Smart-seq2_M18.MAA001892.3_38_F.1.1	Smart-seq2	592752	1684	Endo_capillary
lung_SmartSeq2_Smart-seq2_O5.MAA001892.3_38_F.1.1	Smart-seq2	287415	1306	Endo_capillary
lung_SmartSeq2_Smart-seq2_P20.MAA001892.3_38_F.1.1	Smart-seq2	353742	1160	Endo_capillary
lung_SmartSeq2_Smart-seq2_E8.MAA001892.3_38_F.1.1	Smart-seq2	323404	1200	Endo_capillary
lung_SmartSeq2_Smart-seq2_F21.MAA001892.3_38_F.1.1	Smart-seq2	550432	2153	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_H9.MAA001892.3_38_F.1.1	Smart-seq2	225660	1221	Endo_capillary
lung_SmartSeq2_Smart-seq2_H11.MAA001892.3_38_F.1.1	Smart-seq2	257431	1472	Endo_capillary
lung_SmartSeq2_Smart-seq2_I15.MAA001892.3_38_F.1.1	Smart-seq2	245236	1179	Endo_capillary
lung_SmartSeq2_Smart-seq2_K1.MAA001892.3_38_F.1.1	Smart-seq2	344389	1359	Endo_capillary
lung_SmartSeq2_Smart-seq2_L12.MAA001892.3_38_F.1.1	Smart-seq2	326737	1225	Endo_capillary
lung_SmartSeq2_Smart-seq2_M20.MAA001892.3_38_F.1.1	Smart-seq2	355103	1629	Endo_capillary
lung_SmartSeq2_Smart-seq2_O6.MAA001892.3_38_F.1.1	Smart-seq2	252005	1239	Endo_arterial
lung_SmartSeq2_Smart-seq2_P21.MAA001892.3_38_F.1.1	Smart-seq2	183101	675	Neutrophil
lung_SmartSeq2_Smart-seq2_C16.MAA001892.3_38_F.1.1	Smart-seq2	487353	2182	Endo_venous
lung_SmartSeq2_Smart-seq2_E9.MAA001892.3_38_F.1.1	Smart-seq2	373076	2231	Pericyte
lung_SmartSeq2_Smart-seq2_F22.MAA001892.3_38_F.1.1	Smart-seq2	218884	1171	Bcell
lung_SmartSeq2_Smart-seq2_E10.MAA001892.3_38_F.1.1	Smart-seq2	430942	2199	Pericyte
lung_SmartSeq2_Smart-seq2_G2.MAA001892.3_38_F.1.1	Smart-seq2	299423	1440	Endo_arterial
lung_SmartSeq2_Smart-seq2_H12.MAA001892.3_38_F.1.1	Smart-seq2	441293	2064	Endo_venous
lung_SmartSeq2_Smart-seq2_I17.MAA001892.3_38_F.1.1	Smart-seq2	341983	1708	Endo_capillary
lung_SmartSeq2_Smart-seq2_L13.MAA001892.3_38_F.1.1	Smart-seq2	385970	1911	Endo_capillary
lung_SmartSeq2_Smart-seq2_M21.MAA001892.3_38_F.1.1	Smart-seq2	522107	1592	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_O8.MAA001892.3_38_F.1.1	Smart-seq2	536264	1056	Endo_capillary
lung_SmartSeq2_Smart-seq2_C18.MAA001892.3_38_F.1.1	Smart-seq2	728140	1643	Endo_arterial
lung_SmartSeq2_Smart-seq2_E11.MAA001892.3_38_F.1.1	Smart-seq2	160892	767	Endo_capillary
lung_SmartSeq2_Smart-seq2_H13.MAA001892.3_38_F.1.1	Smart-seq2	504375	2583	Endo_capillary
lung_SmartSeq2_Smart-seq2_E12.MAA001892.3_38_F.1.1	Smart-seq2	198179	1392	Endo_capillary
lung_SmartSeq2_Smart-seq2_G4.MAA001892.3_38_F.1.1	Smart-seq2	297970	1238	Endo_arterial
lung_SmartSeq2_Smart-seq2_H14.MAA001892.3_38_F.1.1	Smart-seq2	418741	2179	Endo_venous
lung_SmartSeq2_Smart-seq2_I19.MAA001892.3_38_F.1.1	Smart-seq2	365904	2419	Endo_capillary
lung_SmartSeq2_Smart-seq2_K4.MAA001892.3_38_F.1.1	Smart-seq2	443307	1565	Endo_capillary
lung_SmartSeq2_Smart-seq2_L15.MAA001892.3_38_F.1.1	Smart-seq2	460718	1781	Endo_capillary
lung_SmartSeq2_Smart-seq2_N1.MAA001892.3_38_F.1.1	Smart-seq2	273191	1273	Endo_capillary
lung_SmartSeq2_Smart-seq2_O11.MAA001892.3_38_F.1.1	Smart-seq2	321652	1399	Endo_capillary
lung_SmartSeq2_Smart-seq2_O12.MAA001892.3_38_F.1.1	Smart-seq2	672996	2086	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_E19.MAA001892.3_38_F.1.1	Smart-seq2	499007	1459	Endo_capillary
lung_SmartSeq2_Smart-seq2_H16.MAA001892.3_38_F.1.1	Smart-seq2	261826	1775	Endo_capillary
lung_SmartSeq2_Smart-seq2_D5.MAA001892.3_38_F.1.1	Smart-seq2	175608	1065	Pericyte
lung_SmartSeq2_Smart-seq2_D7.MAA001892.3_38_F.1.1	Smart-seq2	342543	1243	Endo_capillary
lung_SmartSeq2_Smart-seq2_E22.MAA001892.3_38_F.1.1	Smart-seq2	599740	2376	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_G8.MAA001892.3_38_F.1.1	Smart-seq2	244358	1370	Endo_capillary
lung_SmartSeq2_Smart-seq2_H17.MAA001892.3_38_F.1.1	Smart-seq2	389269	1741	Endo_venous
lung_SmartSeq2_Smart-seq2_I22.MAA001892.3_38_F.1.1	Smart-seq2	234081	1314	3
lung_SmartSeq2_Smart-seq2_K9.MAA001892.3_38_F.1.1	Smart-seq2	413305	2555	Pericyte
lung_SmartSeq2_Smart-seq2_L18.MAA001892.3_38_F.1.1	Smart-seq2	349470	1620	Endo_capillary
lung_SmartSeq2_Smart-seq2_N5.MAA001892.3_38_F.1.1	Smart-seq2	388628	1346	Endo_capillary
lung_SmartSeq2_Smart-seq2_O14.MAA001892.3_38_F.1.1	Smart-seq2	210692	1291	Endo_capillary
lung_SmartSeq2_Smart-seq2_O15.MAA001892.3_38_F.1.1	Smart-seq2	313104	1368	Endo_capillary
lung_SmartSeq2_Smart-seq2_F2.MAA001892.3_38_F.1.1	Smart-seq2	436483	2015	Pericyte
lung_SmartSeq2_Smart-seq2_G11.MAA001892.3_38_F.1.1	Smart-seq2	199386	1020	Endo_capillary
lung_SmartSeq2_Smart-seq2_H19.MAA001892.3_38_F.1.1	Smart-seq2	390655	2527	Endo_arterial
lung_SmartSeq2_Smart-seq2_D12.MAA001892.3_38_F.1.1	Smart-seq2	530430	1747	Endo_venous
lung_SmartSeq2_Smart-seq2_O18.MAA001892.3_38_F.1.1	Smart-seq2	282091	1199	Endo_capillary
lung_SmartSeq2_Smart-seq2_D14.MAA001892.3_38_F.1.1	Smart-seq2	377330	1810	Endo_venous
lung_SmartSeq2_Smart-seq2_F3.MAA001892.3_38_F.1.1	Smart-seq2	302229	1220	Endo_capillary
lung_SmartSeq2_Smart-seq2_G13.MAA001892.3_38_F.1.1	Smart-seq2	493833	1587	Endo_capillary
lung_SmartSeq2_Smart-seq2_H20.MAA001892.3_38_F.1.1	Smart-seq2	286001	1583	Endo_capillary
lung_SmartSeq2_Smart-seq2_J4.MAA001892.3_38_F.1.1	Smart-seq2	192401	624	Endo_capillary
lung_SmartSeq2_Smart-seq2_K14.MAA001892.3_38_F.1.1	Smart-seq2	574545	2390	Endo_venous
lung_SmartSeq2_Smart-seq2_M1.MAA001892.3_38_F.1.1	Smart-seq2	665003	1407	Endo_capillary
lung_SmartSeq2_Smart-seq2_N8.MAA001892.3_38_F.1.1	Smart-seq2	723945	1592	Endo_arterial
lung_SmartSeq2_Smart-seq2_K15.MAA001892.3_38_F.1.1	Smart-seq2	491522	2384	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_D16.MAA001892.3_38_F.1.1	Smart-seq2	416514	1566	Endo_capillary
lung_SmartSeq2_Smart-seq2_M2.MAA001892.3_38_F.1.1	Smart-seq2	398693	1834	Endo_arterial
lung_SmartSeq2_Smart-seq2_N9.MAA001892.3_38_F.1.1	Smart-seq2	701930	1369	Endo_capillary
lung_SmartSeq2_Smart-seq2_O20.MAA001892.3_38_F.1.1	Smart-seq2	426766	1966	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_I18.MAA001892.3_38_F.1.1	Smart-seq2	274436	2182	Endo_capillary
lung_SmartSeq2_Smart-seq2_K3.MAA001892.3_38_F.1.1	Smart-seq2	423911	1412	Endo_capillary
lung_SmartSeq2_Smart-seq2_L14.MAA001892.3_38_F.1.1	Smart-seq2	418265	1734	Endo_capillary
lung_SmartSeq2_Smart-seq2_M22.MAA001892.3_38_F.1.1	Smart-seq2	387535	901	Neutrophil
lung_SmartSeq2_Smart-seq2_O9.MAA001892.3_38_F.1.1	Smart-seq2	581133	1315	Endo_capillary
lung_SmartSeq2_Smart-seq2_K5.MAA001892.3_38_F.1.1	Smart-seq2	538076	1924	Endo_capillary
lung_SmartSeq2_Smart-seq2_L16.MAA001892.3_38_F.1.1	Smart-seq2	126817	997	Endo_capillary
lung_SmartSeq2_Smart-seq2_D3.MAA001892.3_38_F.1.1	Smart-seq2	202807	1393	Endo_capillary
lung_SmartSeq2_Smart-seq2_E15.MAA001892.3_38_F.1.1	Smart-seq2	422754	2205	Endo_venous
lung_SmartSeq2_Smart-seq2_G5.MAA001892.3_38_F.1.1	Smart-seq2	344387	1491	Endo_capillary
lung_SmartSeq2_Smart-seq2_H15.MAA001892.3_38_F.1.1	Smart-seq2	456135	1611	Endo_capillary
lung_SmartSeq2_Smart-seq2_I20.MAA001892.3_38_F.1.1	Smart-seq2	424007	1626	Endo_capillary
lung_SmartSeq2_Smart-seq2_I21.MAA001892.3_38_F.1.1	Smart-seq2	664179	2560	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_K7.MAA001892.3_38_F.1.1	Smart-seq2	533364	1879	Endo_capillary
lung_SmartSeq2_Smart-seq2_L17.MAA001892.3_38_F.1.1	Smart-seq2	138441	826	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_N3.MAA001892.3_38_F.1.1	Smart-seq2	341262	1342	Endo_capillary
lung_SmartSeq2_Smart-seq2_O13.MAA001892.3_38_F.1.1	Smart-seq2	968207	1911	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_K11.MAA001892.3_38_F.1.1	Smart-seq2	540867	1869	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_L20.MAA001892.3_38_F.1.1	Smart-seq2	292249	1462	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_N6.MAA001892.3_38_F.1.1	Smart-seq2	460538	2096	Endo_arterial
lung_SmartSeq2_Smart-seq2_D11.MAA001892.3_38_F.1.1	Smart-seq2	517341	1817	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_F1.MAA001892.3_38_F.1.1	Smart-seq2	208327	1117	Endo_capillary
lung_SmartSeq2_Smart-seq2_G9.MAA001892.3_38_F.1.1	Smart-seq2	163909	873	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_H18.MAA001892.3_38_F.1.1	Smart-seq2	780102	2762	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_J1.MAA001892.3_38_F.1.1	Smart-seq2	345566	1255	Endo_arterial
lung_SmartSeq2_Smart-seq2_J3.MAA001892.3_38_F.1.1	Smart-seq2	569201	1559	Endo_arterial
lung_SmartSeq2_Smart-seq2_K12.MAA001892.3_38_F.1.1	Smart-seq2	296192	1808	Endo_capillary
lung_SmartSeq2_Smart-seq2_L21.MAA001892.3_38_F.1.1	Smart-seq2	227747	1144	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_N7.MAA001892.3_38_F.1.1	Smart-seq2	613772	2161	Endo_arterial
lung_SmartSeq2_Smart-seq2_O17.MAA001892.3_38_F.1.1	Smart-seq2	894753	2081	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_J5.MAA001892.3_38_F.1.1	Smart-seq2	223029	1105	Endo_capillary
lung_SmartSeq2_Smart-seq2_D15.MAA001892.3_38_F.1.1	Smart-seq2	575131	2712	Endo_venous
lung_SmartSeq2_Smart-seq2_F4.MAA001892.3_38_F.1.1	Smart-seq2	325665	1733	Endo_capillary
lung_SmartSeq2_Smart-seq2_G14.MAA001892.3_38_F.1.1	Smart-seq2	221366	1203	Endo_capillary
lung_SmartSeq2_Smart-seq2_H21.MAA001892.3_38_F.1.1	Smart-seq2	374419	1250	NK
lung_SmartSeq2_Smart-seq2_F6.MAA001892.3_38_F.1.1	Smart-seq2	377053	1586	Endo_capillary
lung_SmartSeq2_Smart-seq2_G15.MAA001892.3_38_F.1.1	Smart-seq2	369344	1476	Endo_capillary
lung_SmartSeq2_Smart-seq2_H22.MAA001892.3_38_F.1.1	Smart-seq2	269813	790	Neutrophil
lung_SmartSeq2_Smart-seq2_J6.MAA001892.3_38_F.1.1	Smart-seq2	552578	2515	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_K16.MAA001892.3_38_F.1.1	Smart-seq2	334580	1531	Endo_capillary
lung_SmartSeq2_Smart-seq2_M3.MAA001892.3_38_F.1.1	Smart-seq2	423190	1425	Endo_capillary
lung_SmartSeq2_Smart-seq2_N10.MAA001892.3_38_F.1.1	Smart-seq2	247459	1232	Endo_capillary
lung_SmartSeq2_Smart-seq2_O21.MAA001892.3_38_F.1.1	Smart-seq2	480367	1854	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_C1.D043522.3_39_F.1.1	Smart-seq2	979753	2060	Endo_arterial
lung_SmartSeq2_Smart-seq2_D10.D043522.3_39_F.1.1	Smart-seq2	855699	1633	Endo_capillary
lung_SmartSeq2_Smart-seq2_E22.D043522.3_39_F.1.1	Smart-seq2	343633	1181	Bcell
lung_SmartSeq2_Smart-seq2_G12.D043522.3_39_F.1.1	Smart-seq2	827211	1442	Endo_capillary
lung_SmartSeq2_Smart-seq2_A12.D043522.3_39_F.1.1	Smart-seq2	592216	1262	Endo_capillary
lung_SmartSeq2_Smart-seq2_I4.D043522.3_39_F.1.1	Smart-seq2	1056226	2144	Endo_arterial
lung_SmartSeq2_Smart-seq2_C3.D043522.3_39_F.1.1	Smart-seq2	322471	1404	Endo_capillary
lung_SmartSeq2_Smart-seq2_D11.D043522.3_39_F.1.1	Smart-seq2	1343987	2367	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_F1.D043522.3_39_F.1.1	Smart-seq2	321277	1108	Endo_capillary
lung_SmartSeq2_Smart-seq2_A14.D043522.3_39_F.1.1	Smart-seq2	1350781	2003	Endo_capillary
lung_SmartSeq2_Smart-seq2_I8.D043522.3_39_F.1.1	Smart-seq2	881614	2097	Endo_capillary
lung_SmartSeq2_Smart-seq2_G13.D043522.3_39_F.1.1	Smart-seq2	1546977	3136	Endo_venous
lung_SmartSeq2_Smart-seq2_A15.D043522.3_39_F.1.1	Smart-seq2	1278723	2135	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_C4.D043522.3_39_F.1.1	Smart-seq2	874727	1708	Endo_capillary
lung_SmartSeq2_Smart-seq2_D12.D043522.3_39_F.1.1	Smart-seq2	580754	1381	Endo_capillary
lung_SmartSeq2_Smart-seq2_G14.D043522.3_39_F.1.1	Smart-seq2	924528	1647	Endo_venous
lung_SmartSeq2_Smart-seq2_I12.D043522.3_39_F.1.1	Smart-seq2	1380977	2879	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_A16.D043522.3_39_F.1.1	Smart-seq2	580280	1183	Endo_venous
lung_SmartSeq2_Smart-seq2_C5.D043522.3_39_F.1.1	Smart-seq2	1147953	1688	Endo_arterial
lung_SmartSeq2_Smart-seq2_D13.D043522.3_39_F.1.1	Smart-seq2	470834	1006	Endo_capillary
lung_SmartSeq2_Smart-seq2_F3.D043522.3_39_F.1.1	Smart-seq2	857614	1565	Endo_capillary
lung_SmartSeq2_Smart-seq2_G15.D043522.3_39_F.1.1	Smart-seq2	796898	1503	Endo_capillary
lung_SmartSeq2_Smart-seq2_I13.D043522.3_39_F.1.1	Smart-seq2	535233	1708	Endo_capillary
lung_SmartSeq2_Smart-seq2_A17.D043522.3_39_F.1.1	Smart-seq2	873707	1421	Endo_capillary
lung_SmartSeq2_Smart-seq2_C6.D043522.3_39_F.1.1	Smart-seq2	1062512	1951	Endo_arterial
lung_SmartSeq2_Smart-seq2_D15.D043522.3_39_F.1.1	Smart-seq2	783719	2106	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_F4.D043522.3_39_F.1.1	Smart-seq2	1199808	1922	Endo_arterial
lung_SmartSeq2_Smart-seq2_G18.D043522.3_39_F.1.1	Smart-seq2	1926264	2536	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_I14.D043522.3_39_F.1.1	Smart-seq2	618999	1942	Endo_capillary
lung_SmartSeq2_Smart-seq2_A19.D043522.3_39_F.1.1	Smart-seq2	421015	1592	Endo_capillary
lung_SmartSeq2_Smart-seq2_C7.D043522.3_39_F.1.1	Smart-seq2	545543	1154	Endo_capillary
lung_SmartSeq2_Smart-seq2_D17.D043522.3_39_F.1.1	Smart-seq2	1632250	2444	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_F5.D043522.3_39_F.1.1	Smart-seq2	330964	1644	Endo_capillary
lung_SmartSeq2_Smart-seq2_G19.D043522.3_39_F.1.1	Smart-seq2	1594831	2253	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_I15.D043522.3_39_F.1.1	Smart-seq2	1047240	2684	Endo_capillary
lung_SmartSeq2_Smart-seq2_A20.D043522.3_39_F.1.1	Smart-seq2	1449348	2401	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_C8.D043522.3_39_F.1.1	Smart-seq2	371968	703	Endo_capillary
lung_SmartSeq2_Smart-seq2_D20.D043522.3_39_F.1.1	Smart-seq2	564738	1111	Bcell
lung_SmartSeq2_Smart-seq2_F6.D043522.3_39_F.1.1	Smart-seq2	166656	1338	Endo_capillary
lung_SmartSeq2_Smart-seq2_G20.D043522.3_39_F.1.1	Smart-seq2	2768933	3168	DC_cDC2
lung_SmartSeq2_Smart-seq2_I16.D043522.3_39_F.1.1	Smart-seq2	1093673	2438	Endo_capillary
lung_SmartSeq2_Smart-seq2_A21.D043522.3_39_F.1.1	Smart-seq2	840651	1616	Bcell
lung_SmartSeq2_Smart-seq2_C9.D043522.3_39_F.1.1	Smart-seq2	922889	2342	Pericyte
lung_SmartSeq2_Smart-seq2_D21.D043522.3_39_F.1.1	Smart-seq2	593651	2020	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_F9.D043522.3_39_F.1.1	Smart-seq2	743201	2106	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_G21.D043522.3_39_F.1.1	Smart-seq2	2725105	2512	DC_cDC3
lung_SmartSeq2_Smart-seq2_I19.D043522.3_39_F.1.1	Smart-seq2	1207816	1807	Endo_capillary
lung_SmartSeq2_Smart-seq2_A22.D043522.3_39_F.1.1	Smart-seq2	312691	1278	Bcell
lung_SmartSeq2_Smart-seq2_C12.D043522.3_39_F.1.1	Smart-seq2	908140	1736	Endo_capillary
lung_SmartSeq2_Smart-seq2_D22.D043522.3_39_F.1.1	Smart-seq2	216419	753	Neutrophil
lung_SmartSeq2_Smart-seq2_F10.D043522.3_39_F.1.1	Smart-seq2	616393	1758	Endo_capillary
lung_SmartSeq2_Smart-seq2_G22.D043522.3_39_F.1.1	Smart-seq2	1196239	1980	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_I21.D043522.3_39_F.1.1	Smart-seq2	1531756	2188	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_C13.D043522.3_39_F.1.1	Smart-seq2	792732	1709	Endo_capillary
lung_SmartSeq2_Smart-seq2_E1.D043522.3_39_F.1.1	Smart-seq2	387814	1315	Endo_capillary
lung_SmartSeq2_Smart-seq2_F11.D043522.3_39_F.1.1	Smart-seq2	807214	1603	Endo_capillary
lung_SmartSeq2_Smart-seq2_H2.D043522.3_39_F.1.1	Smart-seq2	892132	1761	Endo_capillary
lung_SmartSeq2_Smart-seq2_I22.D043522.3_39_F.1.1	Smart-seq2	2585475	2475	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_E2.D043522.3_39_F.1.1	Smart-seq2	803757	2033	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_F15.D043522.3_39_F.1.1	Smart-seq2	1596194	2107	Endo_venous
lung_SmartSeq2_Smart-seq2_H3.D043522.3_39_F.1.1	Smart-seq2	753758	1452	Endo_capillary
lung_SmartSeq2_Smart-seq2_B4.D043522.3_39_F.1.1	Smart-seq2	894269	1799	Endo_arterial
lung_SmartSeq2_Smart-seq2_C14.D043522.3_39_F.1.1	Smart-seq2	816631	1767	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_J2.D043522.3_39_F.1.1	Smart-seq2	633395	1802	Endo_capillary
lung_SmartSeq2_Smart-seq2_B5.D043522.3_39_F.1.1	Smart-seq2	1082557	1299	Endo_capillary
lung_SmartSeq2_Smart-seq2_C15.D043522.3_39_F.1.1	Smart-seq2	998647	1872	Endo_venous
lung_SmartSeq2_Smart-seq2_E3.D043522.3_39_F.1.1	Smart-seq2	1284187	1925	Endo_capillary
lung_SmartSeq2_Smart-seq2_F16.D043522.3_39_F.1.1	Smart-seq2	1629354	2731	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_H4.D043522.3_39_F.1.1	Smart-seq2	1171596	2083	Endo_arterial
lung_SmartSeq2_Smart-seq2_J3.D043522.3_39_F.1.1	Smart-seq2	2096657	2980	Endo_capillary
lung_SmartSeq2_Smart-seq2_B6.D043522.3_39_F.1.1	Smart-seq2	1071288	1421	Endo_arterial
lung_SmartSeq2_Smart-seq2_C16.D043522.3_39_F.1.1	Smart-seq2	1075886	2129	Endo_venous
lung_SmartSeq2_Smart-seq2_E4.D043522.3_39_F.1.1	Smart-seq2	840566	1599	Endo_capillary
lung_SmartSeq2_Smart-seq2_F18.D043522.3_39_F.1.1	Smart-seq2	587524	1763	Endo_capillary
lung_SmartSeq2_Smart-seq2_H7.D043522.3_39_F.1.1	Smart-seq2	899038	1741	Endo_capillary
lung_SmartSeq2_Smart-seq2_H9.D043522.3_39_F.1.1	Smart-seq2	564013	1473	Endo_capillary
lung_SmartSeq2_Smart-seq2_B7.D043522.3_39_F.1.1	Smart-seq2	601955	1521	Endo_capillary
lung_SmartSeq2_Smart-seq2_C17.D043522.3_39_F.1.1	Smart-seq2	943800	1644	Endo_capillary
lung_SmartSeq2_Smart-seq2_E5.D043522.3_39_F.1.1	Smart-seq2	418442	1770	Endo_capillary
lung_SmartSeq2_Smart-seq2_F19.D043522.3_39_F.1.1	Smart-seq2	1088976	1854	Endo_capillary
lung_SmartSeq2_Smart-seq2_B9.D043522.3_39_F.1.1	Smart-seq2	1110361	1525	Endo_capillary
lung_SmartSeq2_Smart-seq2_C18.D043522.3_39_F.1.1	Smart-seq2	949476	1911	Endo_capillary
lung_SmartSeq2_Smart-seq2_E7.D043522.3_39_F.1.1	Smart-seq2	748542	1718	Endo_capillary
lung_SmartSeq2_Smart-seq2_F20.D043522.3_39_F.1.1	Smart-seq2	512685	1228	Bcell
lung_SmartSeq2_Smart-seq2_H10.D043522.3_39_F.1.1	Smart-seq2	960241	1524	Endo_capillary
lung_SmartSeq2_Smart-seq2_A2.D043522.3_39_F.1.1	Smart-seq2	523527	1048	Endo_capillary
lung_SmartSeq2_Smart-seq2_A3.D043522.3_39_F.1.1	Smart-seq2	844270	2080	Endo_arterial
lung_SmartSeq2_Smart-seq2_B13.D043522.3_39_F.1.1	Smart-seq2	1254930	2029	Pericyte
lung_SmartSeq2_Smart-seq2_C20.D043522.3_39_F.1.1	Smart-seq2	505666	1081	Neutrophil
lung_SmartSeq2_Smart-seq2_E9.D043522.3_39_F.1.1	Smart-seq2	701811	2845	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_F21.D043522.3_39_F.1.1	Smart-seq2	353110	1414	Bcell
lung_SmartSeq2_Smart-seq2_H13.D043522.3_39_F.1.1	Smart-seq2	670452	1394	Endo_capillary
lung_SmartSeq2_Smart-seq2_B14.D043522.3_39_F.1.1	Smart-seq2	861990	1562	Endo_capillary
lung_SmartSeq2_Smart-seq2_C21.D043522.3_39_F.1.1	Smart-seq2	449610	844	Neutrophil
lung_SmartSeq2_Smart-seq2_E10.D043522.3_39_F.1.1	Smart-seq2	558654	1940	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_F22.D043522.3_39_F.1.1	Smart-seq2	1173234	2762	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_H18.D043522.3_39_F.1.1	Smart-seq2	1051713	1704	Endo_capillary
lung_SmartSeq2_Smart-seq2_A4.D043522.3_39_F.1.1	Smart-seq2	856205	2109	Endo_arterial
lung_SmartSeq2_Smart-seq2_D1.D043522.3_39_F.1.1	Smart-seq2	1120548	2133	Endo_arterial
lung_SmartSeq2_Smart-seq2_E11.D043522.3_39_F.1.1	Smart-seq2	1077652	2129	Endo_capillary
lung_SmartSeq2_Smart-seq2_G1.D043522.3_39_F.1.1	Smart-seq2	845702	1751	Endo_arterial
lung_SmartSeq2_Smart-seq2_H19.D043522.3_39_F.1.1	Smart-seq2	1459980	2020	Endo_capillary
lung_SmartSeq2_Smart-seq2_A5.D043522.3_39_F.1.1	Smart-seq2	764511	1543	Endo_arterial
lung_SmartSeq2_Smart-seq2_B15.D043522.3_39_F.1.1	Smart-seq2	965062	1982	Endo_capillary
lung_SmartSeq2_Smart-seq2_D2.D043522.3_39_F.1.1	Smart-seq2	1534463	2722	Endo_arterial
lung_SmartSeq2_Smart-seq2_E13.D043522.3_39_F.1.1	Smart-seq2	770905	2583	Endo_capillary
lung_SmartSeq2_Smart-seq2_G2.D043522.3_39_F.1.1	Smart-seq2	1926695	2635	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_H20.D043522.3_39_F.1.1	Smart-seq2	1685446	2807	Bcell
lung_SmartSeq2_Smart-seq2_A6.D043522.3_39_F.1.1	Smart-seq2	438852	962	Endo_arterial
lung_SmartSeq2_Smart-seq2_B16.D043522.3_39_F.1.1	Smart-seq2	1851944	3308	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_E15.D043522.3_39_F.1.1	Smart-seq2	360493	1495	Endo_capillary
lung_SmartSeq2_Smart-seq2_G3.D043522.3_39_F.1.1	Smart-seq2	826901	1823	Endo_arterial
lung_SmartSeq2_Smart-seq2_H21.D043522.3_39_F.1.1	Smart-seq2	737128	1447	Bcell
lung_SmartSeq2_Smart-seq2_B17.D043522.3_39_F.1.1	Smart-seq2	1124217	1608	Endo_venous
lung_SmartSeq2_Smart-seq2_E16.D043522.3_39_F.1.1	Smart-seq2	1557553	2737	Endo_capillary
lung_SmartSeq2_Smart-seq2_G4.D043522.3_39_F.1.1	Smart-seq2	1192596	2229	Endo_arterial
lung_SmartSeq2_Smart-seq2_H22.D043522.3_39_F.1.1	Smart-seq2	1895787	2165	DC_cDC2
